"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","category","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B0FSJ7DNWS","X002FA33A5","VIVOSUN VGrow DWC Hydroponik-System 15 L, Nur für VGrow Smart Grow Box, Nicht kompatibel mit E42A/E42A+, Nicht für Growzelt geeignet, Mit Luftpumpensteinen & Rapid Rooters","'WRO1'","DE","49.0","49.0","29.01","centimeters","4.55","kilograms","0.0696","cubic meters","Oversize","0.2","0.07","0.0093","2026-04","20.5","weeks","21.78","0.0","0.13","0.0093","0.2022","0.0","EUR","0.2022","Others","N","N","0.0","--","0.0"
"B00VWU35F4","X001VKJMC3","VIVOSUN Pflanzsack 5er-Packung 120L aus Vliesstoff, Hochbelastbarer Verdickter Stofftopf mit Starken Griffen für Gemüse, Blumen, Früchte, Gewächshaus und Garten","'WRO2'","DE","41.5","34.7","9.6","centimeters","1.89","kilograms","0.0138","cubic meters","Oversize","0.03","0.0","5.0E-4","2026-04","20.5","weeks","21.78","0.0","0.03","5.0E-4","0.01","0.0","EUR","0.01","Others","N","N","0.0","--","0.0"
"B01DXYMBU6","X001VZSIFF","VIVOSUN Aktivkohlefilter 100mm/4 Inch, Kohlefilter zur Geruchskontrolle mit Australischer Aktivkohle für Rohrventilator, Growzelt & Gewächshaus, inkl. Vorfilter","'WRO2'","DE","34.29","19.7","19.2","centimeters","2.71","kilograms","0.013","cubic meters","Standard-Size","1.0","0.0","0.013","2026-04","14.4","weeks","27.54","0.0","1.0","0.013","0.3572","0.0","EUR","0.3572","Others","N","N","0.0","--","0.0"
"B01DXYMBU6","X001VZSIFF","VIVOSUN Aktivkohlefilter 100mm/4 Inch, Kohlefilter zur Geruchskontrolle mit Australischer Aktivkohle für Rohrventilator, Growzelt & Gewächshaus, inkl. Vorfilter","'WRO2'","DE","34.29","19.7","19.2","centimeters","2.71","kilograms","0.013","cubic meters","Standard-Size","1.0","0.0","0.013","2026-04","14.4","weeks","27.54","0.0","1.0","0.013","0.3572","0.0","EUR","0.3572","Others","N","N","0.0","--","0.0"
"B08M3G5TH3","X001VZST45","VIVOSUN Aktivkohlefilter 100mm/4 Inch, Kohlefilter zur Geruchskontrolle mit Australischer Aktivkohle inkl. Vorfilter für Rohrventilator Growzelt Growbox Indoor, Schwarz","'WRO2'","DE","34.6","20.5","19.3","centimeters","2.68","kilograms","0.0137","cubic meters","Standard-Size","0.3","0.0","0.0041","2026-04","14.4","weeks","27.54","0.0","0.3","0.0041","0.1131","0.0","EUR","0.1131","Others","N","N","0.0","--","0.0"
"B0C6QJVMD1","X001WOK37V","VIVOSUN AeroZesh G6 Rohrventilator 150mm Abluftventilator mit EC-Motor Ventilator Growbox Rohrlüfter 660 m³/h mit PWM-Steuerung & E12-Geschwindigkeitsregler für Growzelt Growbox Indoorbelüftung","'WRO2'","DE","33.6","26.3","22.8","centimeters","3.31","kilograms","0.0201","cubic meters","Standard-Size","2.0","0.0","0.0403","2026-04","14.4","weeks","27.54","0.0","2.0","0.0403","1.1099","0.0","EUR","1.1099","Others","N","N","0.0","--","0.0"
"B0C2436JDR","X001WTEUMP","VIVOSUN 4er-Pack 1/8 Zoll Verstellbarer Seilaufhänger für Grow Light, Schwerlast-Aufhänger mit verstärkten Metallzahnrädern, Ratschenhaken für Rohrventilator, Filter und andere Grow Room-Produkte","'WRO2'","DE","15.1","14.6","4.2","centimeters","0.3","kilograms","9.0E-4","cubic meters","Standard-Size","78.23","0.0","0.0724","2026-04","14.4","weeks","27.54","0.0","76.8","0.0711","1.9952","0.0","EUR","1.9952","Others","N","N","0.0","--","0.0"
"B0BTM3RC2G","X001WTJDQX","VIVOSUN 2er-Pack 1/8 Zoll Verstellbarer Seilaufhänger für Grow Light, Schwerlast-Aufhänger mit verstärkten Metallzahnrädern, Ratschenhaken für Rohrventilator, Filter und andere Grow Room-Produkte","'WRO2'","DE","16.7","13.5","4.1","centimeters","0.16","kilograms","9.0E-4","cubic meters","Standard-Size","0.03","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.03","0.0","8.0E-4","0.0","EUR","8.0E-4","Others","N","N","0.0","--","0.0"
"B0C2C8NP5D","X001YZNSF7","VIVOSUN Rohrventilator 150 mm Abluftventilator 688 m³/h Rohrlüfter mit E12-Geschwindigkeitsregler und EC-Motor 32dB Leiser Ventilator für Growzelte und Belüftungssysteme","'WRO2'","DE","35.6","28.1","25.7","centimeters","2.75","kilograms","0.0257","cubic meters","Standard-Size","0.47","0.0","0.012","2026-04","14.4","weeks","27.54","0.0","0.47","0.012","0.3304","0.0","EUR","0.3304","Others","N","N","0.0","--","0.0"
"B08228CNGT","X001Z5PF1L","VIVOSUN 3-in-1 Digitales pH-Meter mit ATC, ±0,1 pH Genauigkeit, Wasserqualitätsmesser, Messbereich 0-14 pH für Hydrokultur, Trinkwasser im Hause, Schwimmbäder und Aquarien","'WRO2'","DE","21.0","8.2","5.1","centimeters","0.17","kilograms","9.0E-4","cubic meters","Standard-Size","28.03","0.0","0.0237","2026-04","14.4","weeks","27.54","0.0","25.47","0.0224","0.6531","0.0","EUR","0.6531","Others","N","N","0.0242","FBA_NEW_SELECTION:0.0242","0.03"
"B088GVCMZH","X00220G4QX","VIVOSUN Gartenschere 3er-Set 16,5cm Pflanzenschere mit Titan-Antihaftbeschichtung, Ergonomischer Griff, Scharfe Gerade Klingen, Rosenschere für Äste, Blume Obst und Gemüse, Blau","'WRO2'","DE","22.5","8.5","4.5","centimeters","0.21","kilograms","9.0E-4","cubic meters","Standard-Size","77.0","0.0","0.0662","2026-04","14.4","weeks","27.54","0.0","76.93","0.0662","1.8236","0.0","EUR","1.8236","Others","N","N","0.0","--","0.07"
"B0C1Z462XW","X0022HA0MZ","VIVOSUN Temperatur- und Feuchtigkeitssensor, wasserdichte Edelstahl-Umweltüberwachungssonde für GrowHub-Controller E42/E42A, AeroLab THB1/THB1S, 3,6 m","'WRO2'","DE","19.6","12.5","2.1","centimeters","0.07","kilograms","5.0E-4","cubic meters","Standard-Size","1.0","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.0142","FBA_NEW_SELECTION:0.0142","0.0"
"B015F4VFGI","X0024R8AGB","VIVOSUN Digitaler Heizmatten-Thermostat-Controller, 5-42°C, 1000W für Reptilien, Setzlinge, Keimung, Inkubation und Fermentation","'WRO2'","DE","16.8","12.3","8.1","centimeters","0.48","kilograms","0.0017","cubic meters","Standard-Size","27.53","0.0","0.0461","2026-04","14.4","weeks","27.54","0.0","27.53","0.0461","1.2693","0.0","EUR","1.2693","Others","N","N","0.0","--","0.0"
"B0BZYVVKQB","X002611E9Z","VIVOSUN AeroWave E6 Gen2 Growzelt-Clip-Ventilator150 mm, EC-Motor Smarte WLAN-Steuerung,10-stufiger & 2 Modi, automatischer oszillierender Ventilator, Luftzirkulator für Growbox, Timer, IP54 2er-Pack","'WRO2'","DE","44.29","22.5","16.2","centimeters","2.02","kilograms","0.0161","cubic meters","Standard-Size","90.0","0.0","1.4519","2026-04","14.4","weeks","27.54","0.0","89.13","1.4389","39.9883","0.0","EUR","39.9883","Others","N","N","0.0","--","0.07"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4 2K QHD WLAN Smart Kamera für Growzelt & Indoor Pflanzen, mit Zeitraffer, Nachtsicht, SD-Karten-Speicherung, Zwei-Wege-Audio, App-Steuerung, Kompatibel mit VGrow System","'WRO2'","DE","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","1.47","0.0","7.0E-4","2026-04","14.4","weeks","27.54","0.0","0.73","5.0E-4","0.0204","0.0","EUR","0.0204","Others","N","N","0.0","--","0.27"
"B07RBL1XJV","X002F0MTB9","VIVOSUN Grow Room Glasses 2 Stück LED-Schutzbrille UV-Augenbrille für Indoor, Growzelte, Gewächshaus und Hydroponik mit UVA/UVB-Schutz Inkl. Brillenetui, Unisex","'WRO2'","DE","18.1","17.5","6.5","centimeters","0.24","kilograms","0.0021","cubic meters","Standard-Size","0.2","0.0","4.0E-4","2026-04","14.4","weeks","27.54","0.0","0.07","1.0E-4","0.0113","0.0","EUR","0.0113","Others","N","N","0.0","--","0.0"
"B07WK3Q372","X001VJETI1","VIVOSUN Growzelt 150x80x200cm Grow Tent aus hochreflektierendes Mylar mit Sichtfenster und Bodenwanne für Hydroponik und Indoor-Anbau S538 Grow Zelt passend für VS2000/VSF4300","'XDEA'","DE","100.0","25.5","15.3","centimeters","11.98","kilograms","0.039","cubic meters","Oversize","75.93","0.0","2.9586","2026-04","20.5","weeks","21.78","0.0","75.07","2.9287","64.4392","0.0","EUR","64.4392","Others","N","N","0.0","--","0.1"
"B0CGHFFR4R","X0021LAP13","VIVOSUN PRO Growzelt 120x120x200cm Grow Tent mit Dicken 22mm Stangen 2000D Oxford-Gewebe hochreflektierendes Mylar Indoor Hydroponik Zuchtzelt Pflanzenzelt Gewächshaus passend für AeroLight A200SE×2","'XDEA'","DE","100.0","33.1","18.6","centimeters","20.52","kilograms","0.0616","cubic meters","Oversize","80.8","0.0","4.9725","2026-04","20.5","weeks","21.78","0.0","80.77","4.9725","108.3008","0.0","EUR","108.3008","Others","N","N","0.0","--","0.03"
"B0CGHDFN7T","X0021KYJI9","VIVOSUN PRO Growzelt 60x60x120cm Grow Tent mit Dicken 22mm Stangen 2000D Oxford-Gewebe hochreflektierendes Mylar Indoor Hydroponik Zuchtzelt Pflanzenzelt Gewächshaus passend für AeroLight A100","'XDEQ'","DE","66.04","33.02","16.51","centimeters","8.32","kilograms","0.036","cubic meters","Oversize","16.0","0.0","0.576","2026-04","20.5","weeks","21.78","0.0","16.0","0.576","12.5458","0.0","EUR","12.5458","Others","N","N","0.0","--","0.0"
"B0CGHJ3F21","X0021L4TZV","VIVOSUN PRO Growzelt 80x80x160cm Grow Tent mit Dicken 22mm Stangen 2000D Oxford-Gewebe hochreflektierendes Mylar Indoor Hydroponik Zuchtzelt Pflanzenzelt Gewächshaus passend für AeroLight A150","'XDEQ'","DE","85.0","32.4","18.6","centimeters","11.26","kilograms","0.0512","cubic meters","Oversize","65.4","0.0","3.3501","2026-04","20.5","weeks","21.78","0.0","65.4","3.3501","72.9626","0.0","EUR","72.9626","Others","N","N","0.0","--","0.0"
"B0CGHJG44R","X0021L5QML","VIVOSUN PRO Growzelt 90x90x180cm Grow Tent mit Dicken 22mm Stangen 2000D Oxford-Gewebe hochreflektierendes Mylar Indoor Hydroponik Zuchtzelt Pflanzenzelt Gewächshaus passend für AeroLight A200SE","'XDEQ'","DE","95.5","32.8","18.8","centimeters","14.82","kilograms","0.0589","cubic meters","Oversize","38.0","0.0","2.2378","2026-04","20.5","weeks","21.78","0.0","38.0","2.2378","48.7376","0.0","EUR","48.7376","Others","N","N","0.0","--","0.0"
"B0DCBLL6KN","X0026N85W7","VIVOSUN Kräuter-Decarboxylierungs- und Infusionsmaschine, botanischer Extraktor und Infuser zur Herstellung von Butter, Öl und Tinkturen, inklusive Rezepten und Zubehör","'XDEQ'","DE","39.2","27.1","26.7","centimeters","4.18","kilograms","0.0284","cubic meters","Oversize","1.4","0.0","0.0142","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.3089","0.0","EUR","0.3089","Others","N","N","0.556","FBA_NEW_SELECTION:0.556","0.0"
"B0FB8MD9WM","X002BH0QWZ","VIVOSUN LumaLight 150W LED Pflanzenlampe, Vollspektrum Grow Lampe mit Hohem PPFD & Dimmfunktion, Intelligente Pflanzenbeleuchtung für Zimmerpflanzen, Anzucht, Gemüse & Blüte","'XDEQ'","DE","38.61","38.61","7.62","centimeters","2.86","kilograms","0.0114","cubic meters","Oversize","4.0","0.0","0.0454","2026-04","20.5","weeks","21.78","0.0","4.0","0.0454","0.9895","0.0","EUR","0.9895","Others","N","N","0.0","--","0.0"
"B0BY7PSQ69","X002F00YRF","VIVOSUN Smart Growzelt Komplettset 60x60x120cm, WLAN-integriertes automatisches Grow-System mit 100W Vollspektrum-LED-Pflanzenlampe und effizientem Belüftungssystem mit GrowHub E42A+ Controller","'XDEQ'","DE","75.8","37.9","37.9","centimeters","17.7","kilograms","0.1089","cubic meters","Oversize","0.03","0.0","0.0036","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.079","0.0","EUR","0.079","Others","N","N","0.0","--","0.0"
"B0FSJ7DNWS","X002FA33A5","VIVOSUN VGrow DWC Hydroponik-System 15 L, Nur für VGrow Smart Grow Box, Nicht kompatibel mit E42A/E42A+, Nicht für Growzelt geeignet, Mit Luftpumpensteinen & Rapid Rooters","'XDEQ'","DE","49.0","49.0","29.01","centimeters","4.55","kilograms","0.0696","cubic meters","Oversize","19.8","0.0","1.3649","2026-04","20.5","weeks","21.78","0.0","19.23","1.3393","29.7258","0.0","EUR","29.7258","Others","N","N","0.0","--","0.2"
"B0B7WMNGD7","X002G79AVX","VIVOSUN 33 cm Bud Leaf Bowl Trimmer, manueller Spin-Cut-Ernteschneider mit transparenter Kuppel und Edelstahlklingen, Metallgetriebe inkl. Handschere, ideal für Indoor-Grow, Hydrokultur & Garten","'XDEQ'","DE","34.92","34.92","21.59","centimeters","3.24","kilograms","0.0263","cubic meters","Oversize","0.1","0.0","0.0","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.0574","FBA_NEW_SELECTION:0.0574","0.0"
"B0G4MB8J36","X002GNUGID","VIVOSUN High-CFM Stützstangen-Set für Growzelt, Heavy-Duty Querstreben, 100–150 cm verstellbar, hohe Tragkraft für 100×100, 120×60, 120×120 und 150×150 cm Zelte, 4er-Set","'XDEQ'","DE","78.74","30.48","17.78","centimeters","5.94","kilograms","0.0427","cubic meters","Oversize","0.37","0.0","0.0156","2026-04","20.5","weeks","21.78","0.0","0.03","0.0014","0.3408","0.0","EUR","0.3408","Others","N","N","0.0","--","0.0"
"B01DXYM98K","X001VJEKAX","VIVOSUN Growzelt 150x150x200cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S558 Grow Tent passend für VSF6450","'XDEV'","DE","100.0","33.02","20.32","centimeters","17.01","kilograms","0.0671","cubic meters","Oversize","0.03","0.0","0.0022","2026-04","20.5","weeks","21.78","0.0","0.03","0.0022","0.0487","0.0","EUR","0.0487","Others","N","N","0.0","--","0.0"
"B0F13MDRZP","X002F00Z8X","VIVOSUN Smart Growzelt Komplettset 120x60x150cm, WLAN-integriertes automatisches Grow-System mit 200W Vollspektrum-LED-Pflanzenlampe und effizientem Belüftungssystem mit GrowHub E42A+ Controller","'XDEV'","DE","100.0","38.0","36.0","centimeters","22.0","kilograms","0.1368","cubic meters","Oversize","9.77","0.0","1.3361","2026-04","20.5","weeks","21.78","0.0","9.77","1.3361","29.1013","0.0","EUR","29.1013","Others","N","N","0.0","--","0.0"
"B01DXYM98K","X001VJEKAX","VIVOSUN Growzelt 150x150x200cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S558 Grow Tent passend für VSF6450","'XDT1'","DE","100.0","33.02","20.32","centimeters","17.01","kilograms","0.0671","cubic meters","Oversize","1.87","0.53","0.0895","2026-04","20.5","weeks","21.78","0.0","1.33","0.0895","1.9476","0.0","EUR","1.9476","Others","N","N","0.0","--","0.0"
"B01DXYM98K","X001VJEKAX","VIVOSUN Growzelt 150x150x200cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S558 Grow Tent passend für VSF6450","'XDT1'","DE","100.0","33.02","20.32","centimeters","17.01","kilograms","0.0671","cubic meters","Oversize","0.2","0.0","0.0134","2026-04","20.5","weeks","21.78","0.0","0.2","0.0134","0.2921","0.0","EUR","0.2921","Others","N","N","0.0","--","0.0"
"B01DXYMSMM","X001VJENEB","VIVOSUN Growzelt 240x120x200cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S848 Growtent für VS4000/VSF4300","'XDT1'","DE","100.0","33.99","19.0","centimeters","21.0","kilograms","0.0646","cubic meters","Oversize","1.0","0.37","0.0409","2026-04","20.5","weeks","21.78","0.0","0.63","0.0409","0.8903","0.0","EUR","0.8903","Others","N","N","0.0","--","0.0"
"B09JRRJVSJ","X00247RW7J","VIVOSUN DWC Hydrokultur-Wachstumssystem, 1,7 l tiefe Wasserkultur, Umlufttropfsystem mit Mehrzweck-Luftschlauch, Luftpumpe und Luftstein (4 Eimer + Top Drip Kit)","'XDT3'","DE","66.04","34.59","33.2","centimeters","11.14","kilograms","0.0758","cubic meters","Oversize","1.03","0.0","0.0","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","1.707","FBA_NEW_SELECTION:1.707","0.0"
"B0DCBLL6KN","X0026N85W7","VIVOSUN Kräuter-Decarboxylierungs- und Infusionsmaschine, botanischer Extraktor und Infuser zur Herstellung von Butter, Öl und Tinkturen, inklusive Rezepten und Zubehör","'XDT3'","DE","39.2","27.1","26.7","centimeters","4.18","kilograms","0.0284","cubic meters","Oversize","2.0","0.0","0.0482","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","1.0501","0.0","EUR","1.0501","Others","N","N","0.1853","FBA_NEW_SELECTION:0.1853","0.0"
"B07NLXH9TT","X002G6XBD7","VIVOSUN 48 cm Bud Leaf Bowl Trimmer, manueller Spin-Cut-Ernteschneider mit transparenter Kuppel und Edelstahlklingen, Metallgetriebe inkl. Handschere, ideal für Indoor-Grow, Hydrokultur & Garten","'XDT3'","DE","49.02","48.77","30.23","centimeters","7.08","kilograms","0.0723","cubic meters","Oversize","1.1","0.0","0.0","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","1.7312","FBA_NEW_SELECTION:1.7312","0.0"
"B0F13KF4H6","X002G6Y0ZZ","VIVOSUN Smart Growzelt Komplettset 80x80x160cm, WLAN-integriertes automatisches Grow-System mit 150W Vollspektrum-LED-Pflanzenlampe und effizientem Belüftungssystem mit GrowHub E42A+ Controller","'XDT3'","DE","87.0","52.0","32.0","centimeters","21.0","kilograms","0.1448","cubic meters","Oversize","1.87","0.0","0.2702","2026-04","20.5","weeks","21.78","0.0","1.33","0.193","5.8851","0.0","EUR","5.8851","Others","N","N","0.0","--","0.0"
"B07L8CZK73","X002G76FA7","VIVOSUN Bud Bowl-Trimmer 40 cm, manueller Spin-Cut-Ernteschneider mit transparenter Kuppel und Edelstahlklingen, Metallgetriebe inkl. Handschere, ideal für Indoor-Grow, Hydrokultur & Garten","'XDT3'","DE","44.45","42.67","28.7","centimeters","5.6","kilograms","0.0544","cubic meters","Oversize","2.27","0.0","0.0","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","2.6876","FBA_NEW_SELECTION:2.6876","0.0"
"B0B7WMNGD7","X002G79AVX","VIVOSUN 33 cm Bud Leaf Bowl Trimmer, manueller Spin-Cut-Ernteschneider mit transparenter Kuppel und Edelstahlklingen, Metallgetriebe inkl. Handschere, ideal für Indoor-Grow, Hydrokultur & Garten","'XDT3'","DE","34.92","34.92","21.59","centimeters","3.24","kilograms","0.0263","cubic meters","Oversize","1.9","0.0","0.0","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","1.0898","FBA_NEW_SELECTION:1.0898","0.0"
"B0G39FYBJ6","X002GGNVYB","VIVOSUN LumaLight 750W LED Pflanzenlampe, Vollspektrum Grow Lampe & Grow Light mit hoher PPFD, dimmbar, Starke Canopy-Durchdringung, LED Balkenlampe für Wachstum & Blüte im Growzelt 150x150 cm","'XDT3'","DE","100.0","66.04","10.16","centimeters","10.89","kilograms","0.0671","cubic meters","Oversize","1.17","0.0","0.0","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","1.7049","FBA_NEW_SELECTION:1.7049","0.0"
"B0G39GHRRP","X002GGUP8B","VIVOSUN LumaLight 320W LED Pflanzenlampe, Vollspektrum Grow Lampe & Grow Light mit hoher PPFD, dimmbar, Starke Canopy-Durchdringung, LED Balkenlampe für Wachstum & Blüte im Growzelt 90x90 cm","'XDT3'","DE","76.2","76.2","10.16","centimeters","0.64","kilograms","0.059","cubic meters","Oversize","1.3","0.0","0.0","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","1.6703","FBA_NEW_SELECTION:1.6703","0.0"
"B0G4MB8J36","X002GNUGID","VIVOSUN High-CFM Stützstangen-Set für Growzelt, Heavy-Duty Querstreben, 100–150 cm verstellbar, hohe Tragkraft für 100×100, 120×60, 120×120 und 150×150 cm Zelte, 4er-Set","'XDT3'","DE","78.74","30.48","17.78","centimeters","5.94","kilograms","0.0427","cubic meters","Oversize","14.5","0.0","0.6187","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","13.4748","0.0","EUR","13.4748","Others","N","N","0.0","--","0.0"
"B0G6WLR947","X002GZ65Y5","VIVOSUN T5 Pflanzenlampe LED 60 cm, 5000K Vollspektrum Grow Light 60W (4 x 15W) mit Timer & Dimmer, Pflanzenlicht für Anzucht, Hydroponik & Indoor Pflanzen, SGS kompatibel, erweiterbar, 4er Set","'XDT3'","DE","59.0","9.0","6.0","centimeters","0.86","kilograms","0.0032","cubic meters","Oversize","1.33","0.0","0.0","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.0925","FBA_NEW_SELECTION:0.0925","0.0"
"B01731MNJE","X001VH92Y9","Vivosun SS44 Wachstumszelt Grow Tent 20x20x80cm für Hydrokulturen, LED VS500/VSF80","'XDU5'","DE","100.0","26.5","17.5","centimeters","13.47","kilograms","0.0464","cubic meters","Oversize","3.87","3.47","0.0185","2026-04","20.5","weeks","21.78","0.0","0.4","0.0185","0.404","0.0","EUR","0.404","Others","N","N","0.0","--","0.0"
"B01DXYMQ9M","X001VHE5Z5","VIVOSUN Growzelt 120x60x150cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S425 Growtent für VS2000","'XDU5'","DE","100.0","25.0","13.0","centimeters","8.92","kilograms","0.0325","cubic meters","Oversize","12.2","2.33","0.3207","2026-04","20.5","weeks","21.78","0.0","9.87","0.3207","6.9844","0.0","EUR","6.9844","Others","N","N","0.0","--","0.0"
"B01DXYMQ9M","X001VHE5Z5","VIVOSUN Growzelt 120x60x150cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S425 Growtent für VS2000","'XDU5'","DE","100.0","25.0","13.0","centimeters","8.92","kilograms","0.0325","cubic meters","Oversize","3.0","0.47","0.0823","2026-04","20.5","weeks","21.78","0.0","2.53","0.0823","1.7933","0.0","EUR","1.7933","Others","N","N","0.0","--","0.0"
